tz,1, 2, 3, 4
1.01,3.356337957139666,3.318656069308138,3.3433525426841726,3.3497890680299607
1.0238952923732352,2.54517136882893,2.510123184585756,2.533066252515119,2.5390628978151595
1.037981752221854,2.1338759044691473,2.1012829721490376,2.122596732950975,2.128181336149673
1.0522620095735427,1.8622521225653692,1.8319497474925819,1.8517479744558543,1.856946518236656
1.0667387306391587,1.6620518690374864,1.633887783232935,1.6522750134438393,1.6571117678523537
1.0814146183105298,1.505133188812227,1.4789663844260863,1.4960388641095532,1.5005365158911408
1.0962924126650995,1.3771682639068406,1.3528679657638971,1.3687144746861115,1.3728942448282293
1.1113748914775161,1.2698791040036084,1.2473238609770423,1.2620264343797611,1.2659081851521945
1.1266648707382612,1.1780573496926925,1.1571342280856136,1.170768791374849,1.174371123997437
1.142165205179411,1.098217435079082,1.0788212999839817,1.0914582287899766,1.094798572716182
1.1578787888076327,1.0279148597261916,1.0099477325965838,1.0216523487197078,1.024747043402348
1.1738085554445132,0.9653709149376799,0.9487413974542331,0.9595744095030696,0.9624387794041009
1.1899574792743213,0.9092522557529716,0.8938750115838872,0.903892907715977,0.9065413312322583
1.206328575399306,0.8585345413233276,0.8443298286315164,0.853585227661461,0.856031200560154
1.2229249004026344,0.8124144285799497,0.7993076771690948,0.8078496433616316,0.8101058372500871
1.2397495529190738,0.7702507286416096,0.758172156500641,0.7660464825811362,0.7681247988788016
1.2568056742135274,0.7315238652755545,0.7204081300074359,0.7276575922679114,0.7295692120943578
1.2740964487675253,0.6958072146898382,0.6855930959221133,0.6922576847523576,0.6940131151019608
1.291625104873788,0.6627463866559449,0.6533764960475592,0.6594936247604322,0.6611027412936803
1.309394915238968,0.6320439500637103,0.6234644659609003,0.6290691603922296,0.6305412471393428
1.3274091975946836,0.6034479753815938,0.5956083995494126,0.6007334705830756,0.6020772568253028
1.3456713153169602,0.5767433065209824,0.5695962406962973,0.5742724415852871,0.5754961361517008
1.364184678054193,0.551744819250747,0.5452457595364915,0.5495019296517385,0.5506132528462038
1.3829527423637482,0.5282921486271639,0.5223992959833659,0.5262624924176436,0.5272687057690035
1.4019790123573237,0.5062455184251768,0.500919603715936,0.5044152219944165,0.505323156004529
1.4212670403551895,0.4854824080866642,0.4806865303183483,0.48383841531658156,0.4846544953641887
1.4408204275494252,0.46589486378420863,0.4615943403233722,0.46442488836242424,0.46515515890590997
1.4606428246762853,0.44738731027827683,0.4435495379710219,0.44607979094686545,0.44672993815588846
1.480737932697815,0.4298747560501224,0.4264690822810664,0.4287188145870702,0.42929418752130566
1.5011095034928406,0.41328131013903757,0.4102789129699591,0.41226671188569153,0.41277234232816884
1.521761340557469,0.3975389481504221,0.39491272476806616,0.3966560649135227,0.3970966859566456
1.5426972997152237,0.3825864790315041,0.3803109418127013,0.3818262542014761,0.382206317675716
1.56392128983695,0.3683686748119861,0.36641985438361346,0.3677225905518382,0.36804628337860557
1.5854372735706244,0.35483553353846764,0.35319088827107015,0.3542955799084204,0.3545668394528496
1.6072492680812072,0.3419416517733178,0.3405799832014058,0.34150029766664414,0.34172282615868177
1.629361345800669,0.329645687766138,0.32854706147649204,0.32929585354087054,0.3294731316283954
1.6517776351883402,0.31790990008995657,0.317055571661905,0.31764493178954867,0.3177802312817102
1.6745023215017194,0.30669974942087563,0.3060720950408158,0.30651339448453196,0.3066097903389209
1.697539647577885,0.29598355341798666,0.29556600482431583,0.2958699377885905,0.29593031939187764
1.7208939146256603,0.28573218647031906,0.28550916991556696,0.28568579301421826,0.28571287480184226
1.7445694830286749,0.27591881752485525,0.27587569646891197,0.27593446568372704,0.27593079714119817
1.7685707731594742,0.266518680373828,0.2666417016467397,0.26659150697425726,0.26655948205898783
1.7929022662048295,0.25750887172136316,0.2577851149161545,0.25763431287298655,0.25757617889302065
1.8175685050024057,0.2488681731156519,0.24928550299142183,0.2490419471329739,0.24895981311637883
1.8425740948889329,0.24057689345919053,0.24112391515261877,0.24079498474681849,0.24069082933300834
1.8679237045600523,0.2326167293242225,0.23328274618378142,0.2328753731689277,0.2327510520509204
1.8936220669419916,0.22497064072530693,0.2257456145970249,0.22526630894214605,0.22512356188692317
1.9196739800752278,0.2176227403530877,0.2184972541600705,0.21795212773601724,0.21779258520827582
1.9460843080103138,0.21055819456655245,0.2115234170363094,0.2109182060972672,0.21074339550994559
1.9728579817160252,0.20376313468620122,0.20481078709095146,0.20415087345766825,0.2039622250715052
2.,0.19722457733621956,0.19834690212111306,0.19763733315014154,0.19743618564243448
