1,0,0.4568925834522332
1,-1,0.
1,-2,-0.0036557423754513974
1,-3,-0.002566842863094948
1,-4,-0.0019247965567401257
1,-5,-0.0015388469441075415
1,-6,-0.0012820926445385535
1,-7,-0.001098839056128161
1,-8,-0.0009614384553228658
1,-9,-0.000854587572534181
1,-10,-0.0007691140957346786
1,-11,-0.0006991850692958839
1,-12,-0.000640913086865137
1,-13,-0.0005916073873916938
1,-14,-0.0005493317493229122

2,0,0.04490484626880259
2,-1,0.059972027973109535
2,-2,0.
2,-3,-0.005428226834788873
2,-4,-0.0038472076017740595
2,-5,-0.0027089228469296396
2,-6,-0.002057027603092876
2,-7,-0.0016504685287750003
2,-8,-0.0013745596734063663
2,-9,-0.0011756749197514257
2,-10,-0.0010258780206019108
2,-11,-0.0009092084565233184
2,-12,-0.0008158998660907774
2,-13,-0.0007396527543957004
2,-14,-0.000676228917776524

3,0,0.011007388908101143
3,-1,0.040417906372797845
3,-2,0.015010252127454497
3,-3,0.
3,-4,-0.006236549982973508
3,-5,-0.005029701992432795
3,-6,-0.003516747065783602
3,-7,-0.0025889499222513726
3,-8,-0.002024163673964739
3,-9,-0.0016525337662715905
3,-10,-0.0013910377149878254
3,-11,-0.0011978108870457174
3,-12,-0.0010497037019738121
3,-13,-0.0009328811659656908
3,-14,-0.0008385781867594528

4,0,0.005117347159553109
4,-1,0.01640024077326292
4,-2,0.029338546128185185
4,-3,0.003451886575083179
4,-4,0.
4,-5,-0.005952407790878512
4,-6,-0.005904622210209634
4,-7,-0.004328925183610848
4,-8,-0.003146338370893041
4,-9,-0.002410057881132896
4,-10,-0.0019356042379984684
4,-11,-0.0016087480991816797
4,-12,-0.0013709836839224528
4,-13,-0.0011909292106085914
4,-14,-0.0010503270572962188

5,0,0.0032041055087345892
5,-1,0.0076706403458670636
5,-2,0.018909639569268347
5,-3,0.017306137014586356
5,-4,0.0016789093478708041
5,-5,0.
5,-6,-0.004786142873201469
5,-7,-0.006213851024651071
5,-8,-0.005058620744945324
5,-9,-0.0037305526455213124
5,-10,-0.0028178908137413954
5,-11,-0.002228923554856153
5,-12,-0.0018310505362291825
5,-13,-0.0015464240833274656
5,-14,-0.001333412353515681

6,0,0.002307122013685005
6,-1,0.004503295278503619
6,-2,0.01004795297353315
6,-3,0.018110532694873165
6,-4,0.0082103917547166
6,-5,0.002230815181773275
6,-6,0.
6,-7,-0.0032188242457101847
6,-8,-0.005796963387021149
6,-9,-0.005543992952532432
6,-10,-0.0043093623172341024
6,-11,-0.003254515186118422
6,-12,-0.002540084207533479
6,-13,-0.0020618126737595877
6,-14,-0.0017258951716490579

7,0,0.0017944333800537526
7,-1,0.0030816620706620237
7,-2,0.005841051643103841
7,-3,0.011835863568758098
7,-4,0.01461238259048515
7,-5,0.003246678296331749
7,-6,0.0024887896609765273
7,-7,0.
7,-8,-0.0017907463806609279
7,-9,-0.004721772323793014
7,-10,-0.005599458349247399
7,-11,-0.004797153340685527
7,-12,-0.003710864677892613
7,-13,-0.002876627763634061
7,-14,-0.0023068461236500294

8,0,0.001464843743036463
8,-1,0.0023091397433359093
8,-2,0.0038746171542451556
8,-3,0.0071923655310494545
8,-4,0.01250719004176198
8,-5,0.009862039917763557
8,-6,0.0016716237005746566
8,-7,0.0020096444847729038
8,-8,0.
8,-9,-0.0008677828304893895
8,-10,-0.0033008940130425614
8,-11,-0.005114752166272758
8,-12,-0.005060646158719755
8,-13,-0.004145410035347473
8,-14,-0.0032389803457134043

9,0,0.0012359619138220647
9,-1,0.0018320039611337189
9,-2,0.0028303215473799714
9,-3,0.0047043686791461
