1,0,0.19414879667284535
1,-1,0.
1,-2,-0.016206183663160702
1,-3,-0.01958476445733061
1,-4,-0.019220069142712008
1,-5,-0.017649870996329038
1,-6,-0.015801619249271124
1,-7,-0.014031163881010745
1,-8,-0.01246133100053974
1,-9,-0.011116638752312918
1,-10,-0.009981974915429648
1,-11,-0.009028874101245421
1,-12,-0.008227035127234597
1,-13,-0.00754895138697094
1,-14,-0.006971359217251526

2,0,0.1049575490241828
2,-1,0.008429974969914182
2,-2,0.
2,-3,-0.0018511144970250993
2,-4,-0.0034035786783489013
2,-5,-0.005329880210477363
2,-6,-0.007299207216254614
2,-7,-0.008960234948987643
2,-8,-0.010132961213653785
2,-9,-0.01078997510817416
2,-10,-0.01099553913187388
2,-11,-0.01085266784219547
2,-12,-0.010468780016808824
2,-13,-0.009937701555503135
2,-14,-0.009332870776606722

3,0,0.06642654648344407
3,-1,0.006019507048234752
3,-2,0.002102710138711895
3,-3,0.
3,-4,-0.002070451000460542
3,-5,-0.0033341010530854435
3,-6,-0.0036507513504992033
3,-7,-0.003391471312826442
3,-8,-0.0030198867998378117
3,-9,-0.002859078716797552
3,-10,-0.0030385486920130383
3,-11,-0.003535720456073023
3,-12,-0.004244409578921351
3,-13,-0.0050344996520788575
3,-14,-0.005790611606169322

4,0,0.045984930146428245
4,-1,0.006578322689334609
4,-2,0.004823401697826519
4,-3,0.002017944822196124
4,-4,0.
4,-5,-0.0007964664541866691
4,-6,-0.001111724931501842
4,-7,-0.0015503967068511055
4,-8,-0.0022306454678443963
4,-9,-0.002961656583853371
4,-10,-0.0035036592240732427
4,-11,-0.0037232298993645006
4,-12,-0.003627117962488123
4,-13,-0.003322363822675325
4,-14,-0.0029539739194789387

5,0,0.033924518182884944
5,-1,0.009354439271266902
5,-2,0.006662970790563132
5,-3,0.0026145779551445267
5,-4,0.0007013380332649684
5,-5,0.
5,-6,-0.0006033716201836305
5,-7,-0.0012767534793324208
5,-8,-0.0017599065963586882
5,-9,-0.0018990857666020408
5,-10,-0.0017839321027517546
5,-11,-0.0016305277784929681
5,-12,-0.0016237507089862735
5,-13,-0.001831588263990226
5,-14,-0.0022050707793174963

6,0,0.026278805970543852
6,-1,0.012422591819071105
6,-2,0.00678758437131267
6,-3,0.0023194138091779046
6,-4,0.001134198525410322
6,-5,0.0006445339574604537
6,-6,0.
6,-7,-0.0005188155713158988
6,-8,-0.0007345637765708001
6,-9,-0.0008108276781432155
6,-10,-0.000977987251297856
