0.,1.0000000000000075,1.0000000000000075,1.0000000000000075,1.0000000000000075,1.0000000000000075,1.0000000000000075,1.0000000000000075,1.0000000000000075,1.0000000000000075,1.0000000000000075,1.0000000000000075,1.0000000000000075
0.03125,0.9918480854129266,1.0028979502542155,1.0043570824234282,1.0050074833579168,1.0054139870274266,1.0057066696751173,1.005934311734443,1.0061201419869517,1.0062769362624995,1.006412437488289,1.0065316785669838,1.0066381086206946
0.0625,0.9728648685266306,1.0061920787900616,1.0119605684754416,1.0145542492455801,1.0161754935995195,1.0173427909484574,1.0182506888978933,1.0189918300824101,1.0196171679555315,1.0201575834014955,1.0206331489939433,1.021057620762408
0.09375,0.9462456056377937,1.0069039787087248,1.0196316448089,1.0254360152610367,1.0290658884473893,1.0316794321041023,1.033712188895337,1.035371582205622,1.0367716953113908,1.0379816696003275,1.039046446974595,1.0399968267797322
0.125,0.9137851669044664,1.0035948594420716,1.025609637258274,1.0358443315773802,1.0422525425948495,1.0468667866222194,1.050455653382327,1.0533853408684,1.055857264696044,1.0579934951647783,1.0598733779772778,1.061551289909096
0.15625,0.8767998137359614,0.9954359997982409,1.028639828509745,1.0444475439215128,1.054368971061284,1.06151425391812,1.0670717851392917,1.071608549805729,1.0754364452273788,1.0787445030120106,1.0816555938631423,1.0842539228844281
0.1875,0.8363464760592002,0.9819788654029287,1.027766298278069,1.0501761249564974,1.0642983578017187,1.07447373471786,1.0823884200804028,1.088849423842727,1.0943008984532114,1.0990120495563747,1.1031578625430942,1.1068582576062689
0.21875,0.7933121833492086,0.9630526202200675,1.022256072583389,1.0521403472424415,1.0710881707813669,1.0847536287524686,1.0953844302944193,1.104062839219781,1.1113852670886175,1.1177132932599834,1.1232819565095276,1.1282523336481383
0.25,0.7484589318854925,0.9387041241417262,1.011568011484349,1.0495953934702584,1.07391104123328,1.0914784157012485,1.1051490199936902,1.1163095761885895,1.1257264084762082,1.133864426607908,1.141025884575783,1.1474179299800888
0.28125,0.7024491929543161,0.9091555998882113,0.9953398567259675,1.0419287062955025,1.072047250506396,1.093868899414693,1.1108612886182847,1.1247357107714948,1.1364427475682604,1.1465600208715108,1.1554632349714242,1.1634099077275197
0.3125,0.6558618487088398,0.8747707517638212,0.9733824880231052,1.028659498794544,1.064879744276461,1.0912339630316814,1.1117806418143414,1.128562583234205,1.1427241166397528,1.1549628311153728,1.1657329714561417,1.175346004084284
0.34375,0.6092029265240118,0.8360253888629284,0.9456758507689419,1.009445104111438,1.0518976681599006,1.082970116721587,1.1072441004703766,1.1270831585719532,1.1438277682213935,1.1582996925942073,1.1710352928711432,1.1824026806817425
0.375,0.5629133589363022,0.7934808485994513,0.9123635117754163,0.9840906282321578,1.0327062666467945,1.0685674298915322,1.096669067534562,1.1196630745379292,1.139078641036366,1.1558614658454287,1.1706314552492483,1.183814900730306
0.40625,0.5173749822023106,0.7477595192947729,0.8737441312623349,0.9525590432969626,1.0070414101858396,1.047621295922811,1.0795613524879117,1.1057460185167103,1.1278732478633224,1.147006185588407,1.1638465819242139,1.1788787920565194
0.4375,0.47291544819388176,0.6995222221892793,0.830258982661933,0.9149791866129724,0.9747867925166332,1.0198494964510252,1.0555287777589082,1.0848639069278654,1.10968744875143,1.1311653946825153,1.1500752151473763,1.166956799764304
0.46875,0.42981246212552604,0.6494474667831338,0.7824753075187264,0.8716494828345049,0.9359914282526491,0.9851135309540626,1.024300664366944,1.0566528191748155,1.0840891243957842,1.107854446179392,1.1287900931811994,1.1474855560385833
0.5,0.3882975933456907,0.5982126913940563,0.7310657843609445,0.823035644653801,0.8908846810195709,0.9434422929606585,0.985752847097627,1.020875575366169,1.050757220531257,1.0766882961695554,1.0995554438548891,1.1199874384156878
